Date,SharePrice,ExDiv,DivPay,DivPeriod,FwdDiv,FwdDivYield
2003-11-11,25.8,,0.16,4,0.64,0.024806201550387597
2003-11-12,26.14,,0.16,4,0.64,0.02448355011476664
2003-11-13,25.69,,0.16,4,0.64,0.02491241728298949
2003-11-14,25.5,,0.16,4,0.64,0.025098039215686273
2003-11-17,25.1,,0.16,4,0.64,0.025498007968127488
2003-11-18,25.15,,0.16,4,0.64,0.025447316103379723
2003-11-19,25.35,,0.16,4,0.64,0.0252465483234714
2003-11-20,25.1,,0.16,4,0.64,0.025498007968127488
2003-11-21,25.11,,0.16,4,0.64,0.025487853444842692
2003-11-24,25.73,,0.16,4,0.64,0.02487368830159347
2003-11-25,25.4,,0.16,4,0.64,0.02519685039370079
2003-11-26,25.45,,0.16,4,0.64,0.02514734774066798
2003-11-28,25.71,,0.16,4,0.64,0.024893037728510307
2003-12-01,25.84,,0.16,4,0.64,0.02476780185758514
2003-12-02,25.66,,0.16,4,0.64,0.02494154325798909
2003-12-03,25.67,,0.16,4,0.64,0.024931827035449942
2003-12-04,26.2,,0.16,4,0.64,0.024427480916030534
2003-12-05,25.98,,0.16,4,0.64,0.024634334103156273
2003-12-08,26.24,,0.16,4,0.64,0.024390243902439025
2003-12-09,26.38,,0.16,4,0.64,0.024260803639120546
2003-12-10,26.59,,0.16,4,0.64,0.024069198946972545
2003-12-11,26.61,,0.16,4,0.64,0.0240511086057873
2003-12-12,26.65,,0.16,4,0.64,0.024015009380863043
2003-12-15,26.74,,0.16,4,0.64,0.023934181002243832
2003-12-16,27.06,,0.16,4,0.64,0.023651145602365115
2003-12-17,27.04,,0.16,4,0.64,0.02366863905325444
2003-12-18,27.4,,0.16,4,0.64,0.023357664233576644
2003-12-19,27.36,,0.16,4,0.64,0.023391812865497078
2003-12-22,27.18,,0.16,4,0.64,0.0235467255334805
2003-12-23,27.15,,0.16,4,0.64,0.023572744014732968
2003-12-24,27.16,,0.16,4,0.64,0.023564064801178203
2003-12-26,27.21,,0.16,4,0.64,0.023520764424843806
2003-12-29,27.46,,0.16,4,0.64,0.023306627822286964
2003-12-30,27.52,,0.16,4,0.64,0.023255813953488372
2003-12-31,27.37,,0.16,4,0.64,0.023383266350018268
2004-01-02,27.45,,0.16,4,0.64,0.02331511839708561
2004-01-05,28.14,,0.16,4,0.64,0.022743425728500355
2004-01-06,28.24,,0.16,4,0.64,0.0226628895184136
2004-01-07,28.21,,0.16,4,0.64,0.022686990428925913
2004-01-08,28.16,,0.16,4,0.64,0.022727272727272728
2004-01-09,27.66,,0.16,4,0.64,0.023138105567606652
2004-01-12,27.57,,0.16,4,0.64,0.023213638012332245
2004-01-13,27.43,,0.16,4,0.64,0.02333211811884798
2004-01-14,27.7,,0.16,4,0.64,0.023104693140794226
2004-01-15,27.54,,0.16,4,0.64,0.023238925199709513
2004-01-16,27.81,,0.16,4,0.64,0.023013304566702628
2004-01-20,28.1,,0.16,4,0.64,0.02277580071174377
2004-01-21,28.3,,0.16,4,0.64,0.022614840989399292
2004-01-22,28.01,,0.16,4,0.64,0.022848982506247766
2004-01-23,28.48,,0.16,4,0.64,0.02247191011235955
2004-01-26,28.8,,0.16,4,0.64,0.022222222222222223
2004-01-27,28.25,,0.16,4,0.64,0.02265486725663717
2004-01-28,27.71,,0.16,4,0.64,0.02309635510645976
2004-01-29,27.91,,0.16,4,0.64,0.022930849158007884
2004-01-30,27.65,,0.16,4,0.64,0.023146473779385175
2004-02-02,27.4,,0.16,4,0.64,0.023357664233576644
2004-02-03,27.29,,0.16,4,0.64,0.023451813851227556
2004-02-04,27.01,,0.16,4,0.64,0.023694927804516843
2004-02-05,26.96,,0.16,4,0.64,0.02373887240356083
2004-02-06,27.08,,0.16,4,0.64,0.023633677991137372
2004-02-09,26.9,,0.16,4,0.64,0.023791821561338293
2004-02-10,27.02,,0.16,4,0.64,0.02368615840118431
2004-02-11,27.15,,0.16,4,0.64,0.023572744014732968
2004-02-12,26.95,,0.16,4,0.64,0.023747680890538036
2004-02-13,26.59,,0.16,4,0.64,0.024069198946972545
2004-02-17,26.99,,0.16,4,0.64,0.023712486105965176
2004-02-18,26.77,,0.16,4,0.64,0.023907358983937244
2004-02-19,26.46,,0.16,4,0.64,0.02418745275888133
2004-02-20,26.57,,0.16,4,0.64,0.024087316522393678
2004-02-23,26.61,,0.16,4,0.64,0.0240511086057873
2004-02-24,26.88,,0.16,4,0.64,0.02380952380952381
2004-02-25,26.7,,0.16,4,0.64,0.02397003745318352
2004-02-26,26.5,,0.16,4,0.64,0.024150943396226414
2004-02-27,26.53,,0.16,4,0.64,0.02412363362231436
2004-03-01,26.7,,0.16,4,0.64,0.02397003745318352
2004-03-02,26.39,,0.16,4,0.64,0.02425161045850701
2004-03-03,26.37,,0.16,4,0.64,0.02427000379218809
2004-03-04,26.37,,0.16,4,0.64,0.02427000379218809
2004-03-05,26.35,,0.16,4,0.64,0.02428842504743833
2004-03-08,25.83,,0.16,4,0.64,0.02477739063104917
2004-03-09,25.72,,0.16,4,0.64,0.024883359253499222
2004-03-10,25.37,,0.16,4,0.64,0.025226645644461962
2004-03-11,25.09,,0.16,4,0.64,0.025508170585890794
2004-03-12,25.38,,0.16,4,0.64,0.0252167060677699
2004-03-15,25.16,,0.16,4,0.64,0.025437201907790145
2004-03-16,25.18,,0.16,4,0.64,0.025416997617156475
2004-03-17,25.46,,0.16,4,0.64,0.025137470542026707
2004-03-18,24.89,,0.16,4,0.64,0.02571313780634793
2004-03-19,24.63,,0.16,4,0.64,0.025984571660576536
2004-03-22,24.5,,0.16,4,0.64,0.026122448979591838
2004-03-23,24.15,,0.16,4,0.64,0.026501035196687374
2004-03-24,24.41,,0.16,4,0.64,0.026218762802130275
2004-03-25,25.19,,0.16,4,0.64,0.02540690750297737
2004-03-26,25.03,,0.16,4,0.64,0.02556931681981622
2004-03-29,25.31,,0.16,4,0.64,0.025286448044251286
2004-03-30,25.2,,0.16,4,0.64,0.025396825396825397
2004-03-31,24.93,,0.16,4,0.64,0.02567188126754914
2004-04-01,25.11,,0.16,4,0.64,0.025487853444842692
2004-04-02,25.85,,0.16,4,0.64,0.024758220502901353
2004-04-05,25.95,,0.16,4,0.64,0.02466281310211946
2004-04-06,25.8,,0.16,4,0.64,0.024806201550387597
2004-04-07,25.59,,0.16,4,0.64,0.025009769441187966
2004-04-08,25.48,,0.16,4,0.64,0.02511773940345369
2004-04-12,25.61,,0.16,4,0.64,0.024990238188207732
2004-04-13,25.45,,0.16,4,0.64,0.02514734774066798
2004-04-14,25.51,,0.16,4,0.64,0.025088200705605645
2004-04-15,25.22,,0.16,4,0.64,0.025376685170499604
2004-04-16,25.16,,0.16,4,0.64,0.025437201907790145
2004-04-19,25.53,,0.16,4,0.64,0.02506854680767724
2004-04-20,25.33,,0.16,4,0.64,0.025266482431898937
2004-04-21,25.45,,0.16,4,0.64,0.02514734774066798
2004-04-22,25.95,,0.16,4,0.64,0.02466281310211946
2004-04-23,27.54,,0.16,4,0.64,0.023238925199709513
2004-04-26,27.55,,0.16,4,0.64,0.02323049001814882
2004-04-27,27.22,,0.16,4,0.64,0.023512123438648055
2004-04-28,26.56,,0.16,4,0.64,0.024096385542168676
2004-04-29,26.48,,0.16,4,0.64,0.02416918429003021
2004-04-30,26.13,,0.16,4,0.64,0.024492920015308076
2004-05-03,26.35,,0.16,4,0.64,0.02428842504743833
2004-05-04,26.33,,0.16,4,0.64,0.024306874287884545
2004-05-05,26.6,,0.16,4,0.64,0.024060150375939848
2004-05-06,26.12,,0.16,4,0.64,0.02450229709035222
2004-05-07,25.78,,0.16,4,0.64,0.02482544608223429
2004-05-10,26.05,,0.16,4,0.64,0.024568138195777352
2004-05-11,25.94,,0.16,4,0.64,0.02467232074016962
2004-05-12,25.94,,0.16,4,0.64,0.02467232074016962
2004-05-13,26.1,,0.16,4,0.64,0.024521072796934867
2004-05-14,25.86,,0.16,4,0.64,0.02474864655839134
2004-05-17,25.54,,0.16,4,0.64,0.025058731401722788
2004-05-18,25.83,,0.16,4,0.64,0.02477739063104917
2004-05-19,25.62,,0.16,4,0.64,0.02498048399687744
2004-05-20,25.87,,0.16,4,0.64,0.024739080015461924
2004-05-21,25.89,,0.16,4,0.64,0.024719969100038625
2004-05-24,25.76,,0.16,4,0.64,0.024844720496894408
2004-05-25,26.19,,0.16,4,0.64,0.02443680794196258
2004-05-26,26.15,,0.16,4,0.64,0.024474187380497135
2004-05-27,26.19,,0.16,4,0.64,0.02443680794196258
2004-05-28,26.35,,0.16,4,0.64,0.02428842504743833
2004-06-01,26.27,,0.16,4,0.64,0.02436239055957366
2004-06-02,26.13,,0.16,4,0.64,0.024492920015308076
2004-06-03,25.89,,0.16,4,0.64,0.024719969100038625
2004-06-04,25.95,,0.16,4,0.64,0.02466281310211946
2004-06-07,26.43,,0.16,4,0.64,0.024214907302307985
2004-06-08,26.6,,0.16,4,0.64,0.024060150375939848
2004-06-09,26.65,,0.16,4,0.64,0.024015009380863043
2004-06-10,26.77,,0.16,4,0.64,0.023907358983937244
2004-06-14,26.9,,0.16,4,0.64,0.023791821561338293
2004-06-15,27.41,,0.16,4,0.64,0.02334914264866837
2004-06-16,27.32,,0.16,4,0.64,0.02342606149341142
2004-06-17,27.77,,0.16,4,0.64,0.023046453006841917
2004-06-18,28.35,,0.16,4,0.64,0.02257495590828924
2004-06-21,28.35,,0.16,4,0.64,0.02257495590828924
2004-06-22,28.35,,0.16,4,0.64,0.02257495590828924
2004-06-23,28.38,,0.16,4,0.64,0.02255109231853418
2004-06-24,28.39,,0.16,4,0.64,0.022543148996125396
2004-06-25,28.57,,0.16,4,0.64,0.0224011200560028
2004-06-28,28.75,,0.16,4,0.64,0.022260869565217393
2004-06-29,28.5,,0.16,4,0.64,0.022456140350877195
2004-06-30,28.8,,0.16,4,0.64,0.022222222222222223
2004-07-01,28.63,,0.16,4,0.64,0.022354173943416
2004-07-02,28.57,,0.16,4,0.64,0.0224011200560028
2004-07-06,28.33,,0.16,4,0.64,0.022590893046240738
2004-07-07,28.1,,0.16,4,0.64,0.02277580071174377
2004-07-08,27.64,,0.16,4,0.64,0.023154848046309694
2004-07-09,27.86,,0.16,4,0.64,0.02297200287150036
2004-07-12,27.89,,0.16,4,0.64,0.022947292936536395
2004-07-13,27.6,,0.16,4,0.64,0.02318840579710145
2004-07-14,28.13,,0.16,4,0.64,0.02275151084251689
2004-07-15,27.87,,0.16,4,0.64,0.022963760315751702
2004-07-16,27.48,,0.16,4,0.64,0.023289665211062592
2004-07-19,27.95,,0.16,4,0.64,0.02289803220035778
2004-07-20,28.32,,0.16,4,0.64,0.022598870056497175
2004-07-21,28.86,,0.16,4,0.64,0.022176022176022176
2004-07-22,29.0,,0.16,4,0.64,0.02206896551724138
2004-07-23,28.03,,0.16,4,0.64,0.022832679272208348
2004-07-26,28.71,,0.16,4,0.64,0.02229188436084988
2004-07-27,28.44,,0.16,4,0.64,0.02250351617440225
2004-07-28,28.58,,0.16,4,0.64,0.022393282015395383
2004-07-29,28.48,,0.16,4,0.64,0.02247191011235955
2004-07-30,28.49,,0.16,4,0.64,0.022464022464022466
2004-08-02,28.52,,0.16,4,0.64,0.02244039270687237
2004-08-03,28.07,,0.16,4,0.64,0.02280014250089063
2004-08-04,28.2,,0.16,4,0.64,0.02269503546099291
2004-08-05,27.53,,0.16,4,0.64,0.023247366509262624
2004-08-06,27.14,,0.16,4,0.64,0.023581429624170966
2004-08-09,27.18,,0.16,4,0.64,0.0235467255334805
2004-08-10,27.72,,0.16,4,0.64,0.023088023088023088
2004-08-11,27.41,,0.16,4,0.64,0.02334914264866837
2004-08-12,27.31,,0.16,4,0.64,0.02343463932625412
2004-08-13,27.02,,0.16,4,0.64,0.02368615840118431
2004-08-16,27.09,,0.16,4,0.64,0.023624953857511996
2004-08-17,27.05,,0.16,4,0.64,0.02365988909426987
2004-08-18,27.46,,0.16,4,0.64,0.023306627822286964
2004-08-19,27.12,,0.16,4,0.64,0.02359882005899705
2004-08-20,27.2,,0.16,4,0.64,0.023529411764705882
2004-08-23,27.33,0.08,0.08,4,0.32,0.011708744968898647
2004-08-24,27.46,,0.08,4,0.32,0.011653313911143482
2004-08-25,27.67,,0.08,4,0.32,0.011564871702204554
2004-08-26,27.44,,0.08,4,0.32,0.011661807580174927
2004-08-27,27.46,,0.08,4,0.32,0.011653313911143482
2004-08-30,27.3,,0.08,4,0.32,0.011721611721611722
2004-08-31,27.3,,0.08,4,0.32,0.011721611721611722
2004-09-01,27.39,,0.08,4,0.32,0.011683096020445418
2004-09-02,27.62,,0.08,4,0.32,0.011585807385952208
2004-09-03,27.11,,0.08,4,0.32,0.011803762449280709
2004-09-07,27.36,,0.08,4,0.32,0.011695906432748539
2004-09-08,27.26,,0.08,4,0.32,0.011738811445341158
2004-09-09,27.47,,0.08,4,0.32,0.011649071714597744
2004-09-10,27.49,,0.08,4,0.32,0.011640596580574755
2004-09-13,27.25,,0.08,4,0.32,0.011743119266055046
2004-09-14,27.44,,0.08,4,0.32,0.011661807580174927
2004-09-15,27.19,,0.08,4,0.32,0.011769032732622288
2004-09-16,27.26,,0.08,4,0.32,0.011738811445341158
2004-09-17,27.53,,0.08,4,0.32,0.011623683254631312
2004-09-20,27.51,,0.08,4,0.32,0.011632133769538349
2004-09-21,27.26,,0.08,4,0.32,0.011738811445341158
2004-09-22,27.12,,0.08,4,0.32,0.011799410029498525
2004-09-23,27.39,,0.08,4,0.32,0.011683096020445418
2004-09-24,27.29,,0.08,4,0.32,0.011725906925613778
2004-09-27,27.19,,0.08,4,0.32,0.011769032732622288
2004-09-28,27.36,,0.08,4,0.32,0.011695906432748539
2004-09-29,27.58,,0.08,4,0.32,0.011602610587382161
2004-09-30,27.79,,0.08,4,0.32,0.011514933429291113
2004-10-01,28.25,,0.08,4,0.32,0.011327433628318584
2004-10-04,28.46,,0.08,4,0.32,0.011243851018973999
2004-10-05,28.38,,0.08,4,0.32,0.01127554615926709
2004-10-06,28.53,,0.08,4,0.32,0.01121626358219418
2004-10-07,28.17,,0.08,4,0.32,0.011359602413915513
2004-10-08,27.99,,0.08,4,0.32,0.01143265451947124
2004-10-11,28.22,,0.08,4,0.32,0.011339475549255847
2004-10-12,28.03,,0.08,4,0.32,0.011416339636104174
2004-10-13,28.03,,0.08,4,0.32,0.011416339636104174
2004-10-14,28.16,,0.08,4,0.32,0.011363636363636364
2004-10-15,28.24,,0.08,4,0.32,0.0113314447592068
2004-10-18,28.41,,0.08,4,0.32,0.011263639563533967
2004-10-19,28.18,,0.08,4,0.32,0.0113555713271824
2004-10-20,28.7,,0.08,4,0.32,0.011149825783972125
2004-10-21,28.89,,0.08,4,0.32,0.01107649705780547
2004-10-22,27.74,,0.08,4,0.32,0.011535688536409518
2004-10-25,27.77,,0.08,4,0.32,0.011523226503420959
2004-10-26,27.9,,0.08,4,0.32,0.011469534050179211
2004-10-27,28.15,,0.08,4,0.32,0.011367673179396093
2004-10-28,28.54,,0.08,4,0.32,0.011212333566923617
2004-10-29,27.97,,0.08,4,0.32,0.011440829460135861
2004-11-01,28.28,,0.08,4,0.32,0.011315417256011316
2004-11-02,28.24,,0.08,4,0.32,0.0113314447592068
2004-11-03,28.47,,0.08,4,0.32,0.011239901650860556
2004-11-04,29.0,,0.08,4,0.32,0.01103448275862069
2004-11-05,29.36,,0.08,4,0.32,0.010899182561307902
2004-11-08,29.48,,0.08,4,0.32,0.01085481682496608
2004-11-09,29.89,,0.08,4,0.32,0.010705921712947474
2004-11-10,29.73,,0.08,4,0.32,0.010763538513286243
2004-11-11,29.98,,0.08,4,0.32,0.010673782521681122
2004-11-12,29.97,,0.08,4,0.32,0.010677344010677344
2004-11-15,27.39,0.08,0.08,4,0.32,0.011683096020445418
2004-11-16,27.12,,0.08,4,0.32,0.011799410029498525
2004-11-17,27.17,,0.08,4,0.32,0.011777695988222304
2004-11-18,27.07,,0.08,4,0.32,0.011821204285186553
2004-11-19,26.86,,0.08,4,0.32,0.011913626209977662
2004-11-22,26.65,,0.08,4,0.32,0.012007504690431521
2004-11-23,26.53,,0.08,4,0.32,0.01206181681115718
2004-11-24,26.64,,0.08,4,0.32,0.012012012012012012
2004-11-26,26.6,,0.08,4,0.32,0.012030075187969924
2004-11-29,26.77,,0.08,4,0.32,0.011953679491968622
2004-11-30,26.81,,0.08,4,0.32,0.011935844834017158
2004-12-01,27.25,,0.08,4,0.32,0.011743119266055046
2004-12-02,27.09,,0.08,4,0.32,0.011812476928755998
2004-12-03,27.23,,0.08,4,0.32,0.011751744399559309
2004-12-06,27.33,,0.08,4,0.32,0.011708744968898647
2004-12-07,27.07,,0.08,4,0.32,0.011821204285186553
2004-12-08,27.36,,0.08,4,0.32,0.011695906432748539
2004-12-09,27.23,,0.08,4,0.32,0.011751744399559309
2004-12-10,27.08,,0.08,4,0.32,0.011816838995568686
2004-12-13,27.25,,0.08,4,0.32,0.011743119266055046
2004-12-14,27.23,,0.08,4,0.32,0.011751744399559309
2004-12-15,27.11,,0.08,4,0.32,0.011803762449280709
2004-12-16,27.16,,0.08,4,0.32,0.011782032400589101
2004-12-17,26.96,,0.08,4,0.32,0.011869436201780416
2004-12-20,26.95,,0.08,4,0.32,0.011873840445269018
2004-12-21,27.07,,0.08,4,0.32,0.011821204285186553
2004-12-22,26.97,,0.08,4,0.32,0.011865035224323323
2004-12-23,27.01,,0.08,4,0.32,0.011847463902258422
2004-12-27,26.85,,0.08,4,0.32,0.011918063314711359
2004-12-28,26.95,,0.08,4,0.32,0.011873840445269018
2004-12-29,26.9,,0.08,4,0.32,0.011895910780669147
2004-12-30,26.76,,0.08,4,0.32,0.01195814648729447
2004-12-31,26.72,,0.08,4,0.32,0.011976047904191617
2005-01-03,26.74,,0.08,4,0.32,0.011967090501121916
2005-01-04,26.84,,0.08,4,0.32,0.011922503725782414
2005-01-05,26.78,,0.08,4,0.32,0.011949215832710977
2005-01-06,26.75,,0.08,4,0.32,0.011962616822429906
2005-01-07,26.67,,0.08,4,0.32,0.011998500187476564
2005-01-10,26.8,,0.08,4,0.32,0.011940298507462687
2005-01-11,26.73,,0.08,4,0.32,0.011971567527123082
2005-01-12,26.78,,0.08,4,0.32,0.011949215832710977
2005-01-13,26.27,,0.08,4,0.32,0.01218119527978683
2005-01-14,26.12,,0.08,4,0.32,0.01225114854517611
2005-01-18,26.32,,0.08,4,0.32,0.0121580547112462
2005-01-19,25.98,,0.08,4,0.32,0.012317167051578136
2005-01-20,26.1,,0.08,4,0.32,0.012260536398467433
2005-01-21,25.65,,0.08,4,0.32,0.012475633528265109
2005-01-24,25.67,,0.08,4,0.32,0.012465913517724971
2005-01-25,26.02,,0.08,4,0.32,0.012298232129131437
2005-01-26,26.01,,0.08,4,0.32,0.012302960399846213
2005-01-27,26.11,,0.08,4,0.32,0.012255840674071237
2005-01-28,26.18,,0.08,4,0.32,0.012223071046600458
2005-01-31,26.28,,0.08,4,0.32,0.0121765601217656
2005-02-01,26.39,,0.08,4,0.32,0.012125805229253505
2005-02-02,26.46,,0.08,4,0.32,0.012093726379440665
2005-02-03,26.18,,0.08,4,0.32,0.012223071046600458
2005-02-04,26.32,,0.08,4,0.32,0.0121580547112462
2005-02-07,26.16,,0.08,4,0.32,0.012232415902140673
2005-02-08,26.24,,0.08,4,0.32,0.012195121951219513
2005-02-09,26.07,,0.08,4,0.32,0.01227464518603759
2005-02-10,26.06,,0.08,4,0.32,0.012279355333844975
2005-02-11,25.97,,0.08,4,0.32,0.012321909896033887
2005-02-14,26.01,,0.08,4,0.32,0.012302960399846213
2005-02-15,25.93,0.08,0.08,4,0.32,0.012340917855765523
2005-02-16,25.79,,0.08,4,0.32,0.012407910042652192
2005-02-17,25.65,,0.08,4,0.32,0.012475633528265109
2005-02-18,25.48,,0.08,4,0.32,0.012558869701726845
2005-02-22,25.23,,0.08,4,0.32,0.012683313515655966
2005-02-23,25.2,,0.08,4,0.32,0.012698412698412698
2005-02-24,25.37,,0.08,4,0.32,0.012613322822230981
2005-02-25,25.25,,0.08,4,0.32,0.012673267326732674
2005-02-28,25.16,,0.08,4,0.32,0.012718600953895072
2005-03-01,25.28,,0.08,4,0.32,0.012658227848101266
2005-03-02,25.26,,0.08,4,0.32,0.012668250197941409
2005-03-03,25.17,,0.08,4,0.32,0.012713547874453715
2005-03-04,25.17,,0.08,4,0.32,0.012713547874453715
2005-03-07,25.47,,0.08,4,0.32,0.012563800549666274
2005-03-08,25.4,,0.08,4,0.32,0.012598425196850395
2005-03-09,25.31,,0.08,4,0.32,0.012643224022125643
2005-03-10,25.43,,0.08,4,0.32,0.01258356272119544
2005-03-11,25.09,,0.08,4,0.32,0.012754085292945397
2005-03-14,25.11,,0.08,4,0.32,0.012743926722421346
2005-03-15,24.91,,0.08,4,0.32,0.012846246487354477
2005-03-16,24.63,,0.08,4,0.32,0.012992285830288268
2005-03-17,24.54,,0.08,4,0.32,0.013039934800326
2005-03-18,24.31,,0.08,4,0.32,0.01316330728095434
2005-03-21,24.2,,0.08,4,0.32,0.01322314049586777
2005-03-22,23.99,,0.08,4,0.32,0.013338891204668612
2005-03-23,24.18,,0.08,4,0.32,0.013234077750206782
2005-03-24,24.28,,0.08,4,0.32,0.013179571663920923
2005-03-28,24.2,,0.08,4,0.32,0.01322314049586777
2005-03-29,23.92,,0.08,4,0.32,0.013377926421404682
2005-03-30,24.16,,0.08,4,0.32,0.013245033112582781
2005-03-31,24.17,,0.08,4,0.32,0.013239553165080678
2005-04-01,24.12,,0.08,4,0.32,0.013266998341625208
2005-04-04,24.23,,0.08,4,0.32,0.013206768468840282
2005-04-05,24.47,,0.08,4,0.32,0.013077237433592154
2005-04-06,24.67,,0.08,4,0.32,0.012971220105391163
2005-04-07,25.1,,0.08,4,0.32,0.012749003984063744
2005-04-08,24.94,,0.08,4,0.32,0.012830793905372895
2005-04-11,24.97,,0.08,4,0.32,0.012815378454144976
2005-04-12,25.32,,0.08,4,0.32,0.01263823064770932
2005-04-13,25.04,,0.08,4,0.32,0.012779552715654953
2005-04-14,24.84,,0.08,4,0.32,0.01288244766505636
2005-04-15,24.46,,0.08,4,0.32,0.013082583810302535
2005-04-18,24.65,,0.08,4,0.32,0.012981744421906695
2005-04-19,24.63,,0.08,4,0.32,0.012992285830288268
2005-04-20,24.32,,0.08,4,0.32,0.013157894736842105
2005-04-21,25.28,,0.08,4,0.32,0.012658227848101266
2005-04-22,24.98,,0.08,4,0.32,0.012810248198558848
2005-04-25,24.99,,0.08,4,0.32,0.012805122048819529
2005-04-26,24.76,,0.08,4,0.32,0.012924071082390952
2005-04-27,24.99,,0.08,4,0.32,0.012805122048819529
2005-04-28,24.45,,0.08,4,0.32,0.013087934560327199
2005-04-29,25.3,,0.08,4,0.32,0.012648221343873518
2005-05-02,25.23,,0.08,4,0.32,0.012683313515655966
2005-05-03,25.36,,0.08,4,0.32,0.012618296529968456
2005-05-04,25.21,,0.08,4,0.32,0.012693375644585482
2005-05-05,25.23,,0.08,4,0.32,0.012683313515655966
2005-05-06,25.22,,0.08,4,0.32,0.012688342585249802
2005-05-09,25.11,,0.08,4,0.32,0.012743926722421346
2005-05-10,24.9,,0.08,4,0.32,0.01285140562248996
2005-05-11,24.91,,0.08,4,0.32,0.012846246487354477
2005-05-12,25.0,,0.08,4,0.32,0.0128
2005-05-13,25.3,,0.08,4,0.32,0.012648221343873518
2005-05-16,25.49,0.08,0.08,4,0.32,0.01255394272263633
2005-05-17,25.46,,0.08,4,0.32,0.012568735271013353
2005-05-18,25.7,,0.08,4,0.32,0.012451361867704281
2005-05-19,25.92,,0.08,4,0.32,0.012345679012345678
2005-05-20,25.74,,0.08,4,0.32,0.012432012432012434
2005-05-23,25.85,,0.08,4,0.32,0.012379110251450677
2005-05-24,25.76,,0.08,4,0.32,0.012422360248447204
2005-05-25,25.71,,0.08,4,0.32,0.012446518864255154
2005-05-26,25.9,,0.08,4,0.32,0.012355212355212357
2005-05-27,26.07,,0.08,4,0.32,0.01227464518603759
2005-05-31,25.8,,0.08,4,0.32,0.012403100775193798
2005-06-01,25.81,,0.08,4,0.32,0.01239829523440527
2005-06-02,25.79,,0.08,4,0.32,0.012407910042652192
2005-06-03,25.43,,0.08,4,0.32,0.01258356272119544
2005-06-06,25.37,,0.08,4,0.32,0.012613322822230981
2005-06-07,25.51,,0.08,4,0.32,0.012544100352802822
2005-06-08,25.4,,0.08,4,0.32,0.012598425196850395
2005-06-09,25.51,,0.08,4,0.32,0.012544100352802822
2005-06-10,25.43,,0.08,4,0.32,0.01258356272119544
2005-06-13,25.31,,0.08,4,0.32,0.012643224022125643
2005-06-14,25.36,,0.08,4,0.32,0.012618296529968456
2005-06-15,25.26,,0.08,4,0.32,0.012668250197941409
2005-06-16,25.04,,0.08,4,0.32,0.012779552715654953
2005-06-17,25.04,,0.08,4,0.32,0.012779552715654953
2005-06-20,25.11,,0.08,4,0.32,0.012743926722421346
2005-06-21,25.15,,0.08,4,0.32,0.012723658051689861
2005-06-22,25.07,,0.08,4,0.32,0.012764260071798964
2005-06-23,25.31,,0.08,4,0.32,0.012643224022125643
2005-06-24,25.04,,0.08,4,0.32,0.012779552715654953
2005-06-27,25.05,,0.08,4,0.32,0.01277445109780439
2005-06-28,25.07,,0.08,4,0.32,0.012764260071798964
2005-06-29,25.08,,0.08,4,0.32,0.012759170653907498
2005-06-30,24.84,,0.08,4,0.32,0.01288244766505636
2005-07-01,24.71,,0.08,4,0.32,0.012950222581950627
2005-07-05,24.98,,0.08,4,0.32,0.012810248198558848
2005-07-06,24.7,,0.08,4,0.32,0.012955465587044536
2005-07-07,24.65,,0.08,4,0.32,0.012981744421906695
2005-07-08,25.09,,0.08,4,0.32,0.012754085292945397
2005-07-11,25.29,,0.08,4,0.32,0.01265322261763543
2005-07-12,25.61,,0.08,4,0.32,0.012495119094103866
2005-07-13,25.66,,0.08,4,0.32,0.012470771628994544
2005-07-14,25.97,,0.08,4,0.32,0.012321909896033887
2005-07-15,25.79,,0.08,4,0.32,0.012407910042652192
2005-07-18,25.55,,0.08,4,0.32,0.012524461839530333
2005-07-19,26.16,,0.08,4,0.32,0.012232415902140673
2005-07-20,26.19,,0.08,4,0.32,0.01221840397098129
2005-07-21,26.44,,0.08,4,0.32,0.012102874432677761
2005-07-22,25.68,,0.08,4,0.32,0.012461059190031152
2005-07-25,25.69,,0.08,4,0.32,0.012456208641494744
2005-07-26,25.54,,0.08,4,0.32,0.012529365700861394
2005-07-27,25.72,,0.08,4,0.32,0.012441679626749611
2005-07-28,25.75,,0.08,4,0.32,0.012427184466019418
2005-07-29,25.61,,0.08,4,0.32,0.012495119094103866
2005-08-01,25.92,,0.08,4,0.32,0.012345679012345678
2005-08-02,26.81,,0.08,4,0.32,0.011935844834017158
2005-08-03,27.25,,0.08,4,0.32,0.011743119266055046
2005-08-04,27.32,,0.08,4,0.32,0.01171303074670571
2005-08-05,27.76,,0.08,4,0.32,0.011527377521613832
2005-08-08,27.13,,0.08,4,0.32,0.011795060818282344
2005-08-09,27.35,,0.08,4,0.32,0.011700182815356489
2005-08-10,26.95,,0.08,4,0.32,0.011873840445269018
2005-08-11,27.27,,0.08,4,0.32,0.011734506784011734
2005-08-12,27.05,,0.08,4,0.32,0.011829944547134935
2005-08-15,27.13,0.08,0.08,4,0.32,0.011795060818282344
2005-08-16,26.74,,0.08,4,0.32,0.011967090501121916
2005-08-17,26.95,,0.08,4,0.32,0.011873840445269018
2005-08-18,26.82,,0.08,4,0.32,0.011931394481730053
2005-08-19,26.72,,0.08,4,0.32,0.011976047904191617
2005-08-22,26.91,,0.08,4,0.32,0.011891490152359718
2005-08-23,26.87,,0.08,4,0.32,0.011909192407889839
